参考stress(eV/Å³)	计算stress(eV/Å³)
0.0070794541	0.0081072397
-0.0087283443	0.0083762407
-0.0183051888	-0.0504726969
0.0277743457	0.0250730260
0.0070794541	0.0081072397
0.0277743457	0.0250730260
-0.0792214622	-0.0949339991
-0.0197662274	-0.0487944891
-0.0063841591	0.0069223112
0.0156859243	0.0149038154
-0.0063841591	0.0069223112
-0.0149403274	-0.0471720852
0.0281550276	0.0236878627
0.0156859243	0.0149038154
0.0281550276	0.0236878627
-0.0660593160	-0.0858436190
-0.0181546099	-0.0483260123
-0.0075917468	0.0085459988
0.0121913708	0.0112517109
-0.0075917468	0.0085459988
-0.0164319650	-0.0470375882
0.0224882429	0.0211144718
0.0121913708	0.0112517109
0.0224882429	0.0211144718
-0.0665486488	-0.0891070995
-0.0169066380	-0.0468614500
-0.0117644828	0.0059127426
0.0251927380	0.0227539231
-0.0117644828	0.0059127426
-0.0178390666	-0.0487927883
0.0322314966	0.0269595362
0.0251927380	0.0227539231
0.0322314966	0.0269595362
-0.0697330296	-0.0870652872
-0.0165868879	-0.0482765353
-0.0154657043	0.0009760156
0.0266396323	0.0231899832
-0.0154657043	0.0009760156
-0.0108668515	-0.0438420872
0.0261444094	0.0248044014
0.0266396323	0.0231899832
0.0261444094	0.0248044014
-0.0686467510	-0.0865034347
-0.0145389893	-0.0475861673
-0.0158308454	0.0036210881
0.0325346574	0.0284904986
-0.0158308454	0.0036210881
-0.0104275220	-0.0431626850
0.0238709736	0.0209545327
0.0325346574	0.0284904986
0.0238709736	0.0209545327
-0.0722345522	-0.0896214786
-0.0182141205	-0.0470899664
-0.0148803784	0.0019081973
0.0069109720	0.0077644272
-0.0148803784	0.0019081973
-0.0134760426	-0.0440505733
0.0259573964	0.0235117475
0.0069109720	0.0077644272
0.0259573964	0.0235117475
-0.0585585420	-0.0828593132
-0.0157473290	-0.0433595655
-0.0180134862	-0.0045797684
0.0142846662	0.0128785559
-0.0180134862	-0.0045797684
-0.0126051827	-0.0430182172
0.0252063469	0.0222994735
0.0142846662	0.0128785559
0.0252063469	0.0222994735
-0.0625704950	-0.0851853302
-0.0183882920	-0.0453824638
-0.0088740438	0.0064678458
0.0097700293	0.0096333948
-0.0088740438	0.0064678458
-0.0175951933	-0.0472604622
0.0164280188	0.0139446416
0.0097700293	0.0096333948
0.0164280188	0.0139446416
-0.0527741931	-0.0759795300
-0.0159113215	-0.0487363555
-0.0183698328	-0.0001210187
0.0165023106	0.0150065258
-0.0183698328	-0.0001210187
-0.0196005662	-0.0493179931
0.0117971637	0.0095679481
0.0165023106	0.0150065258
0.0117971637	0.0095679481
-0.0711046131	-0.0916429141
-0.0175030773	-0.0463690764
-0.0081642387	0.0074046239
0.0285543771	0.0261070790
-0.0081642387	0.0074046239
-0.0170499251	-0.0473681242
0.0192079779	0.0190540858
0.0285543771	0.0261070790
0.0192079779	0.0190540858
-0.0655366078	-0.0854824179
-0.0207478749	-0.0538014333
-0.0174648269	-0.0027006375
0.0185015245	0.0150276669
-0.0174648269	-0.0027006375
-0.0186014405	-0.0495815754
0.0140617234	0.0116254826
0.0185015245	0.0150276669
0.0140617234	0.0116254826
-0.0887140698	-0.1060737699
-0.0171135159	-0.0477137815
-0.0203285082	-0.0030653155
0.0197863741	0.0181865617
-0.0203285082	-0.0030653155
-0.0153516355	-0.0479825676
0.0247032482	0.0212247425
0.0197863741	0.0181865617
0.0247032482	0.0212247425
-0.0640044279	-0.0844358477
-0.0103903194	-0.0417953214
-0.0195095287	-0.0009497778
0.0123856144	0.0141312026
-0.0195095287	-0.0009497778
-0.0143695756	-0.0467831695
0.0357391298	0.0308464470
0.0123856144	0.0141312026
0.0357391298	0.0308464470
-0.0560852594	-0.0751975169
-0.0145024617	-0.0465101820
-0.0140899686	0.0009515863
0.0255263285	0.0205040544
-0.0140899686	0.0009515863
-0.0146677133	-0.0472067224
0.0202506728	0.0166130738
0.0255263285	0.0205040544
0.0202506728	0.0166130738
-0.0700683600	-0.0902324147
-0.0138176455	-0.0471635117
-0.0167217371	0.0009276416
0.0182299741	0.0164252855
-0.0167217371	0.0009276416
-0.0147360643	-0.0467404409
0.0199553794	0.0164278418
0.0182299741	0.0164252855
0.0199553794	0.0164278418
-0.0823694347	-0.0960870936
-0.0142931149	-0.0482998836
-0.0170296897	0.0005708152
0.0047682602	0.0052407089
-0.0170296897	0.0005708152
-0.0154830413	-0.0520454279
0.0249551925	0.0221420022
0.0047682602	0.0052407089
0.0249551925	0.0221420022
-0.0742810628	-0.0940232020
-0.0146726888	-0.0455117232
-0.0165474376	-0.0003687790
0.0348815166	0.0308582877
-0.0165474376	-0.0003687790
-0.0131061591	-0.0472591455
0.0190492927	0.0165662976
0.0348815166	0.0308582877
0.0190492927	0.0165662976
-0.0727101662	-0.0932879771
-0.0133743111	-0.0430354758
-0.0132581883	0.0032349265
0.0173887781	0.0169545894
-0.0132581883	0.0032349265
-0.0110312955	-0.0420723463
0.0195525771	0.0166490865
0.0173887781	0.0169545894
0.0195525771	0.0166490865
-0.0540756211	-0.0772200331
-0.0107845472	-0.0415566835
-0.0202721360	-0.0013968754
0.0304084889	0.0250658981
-0.0202721360	-0.0013968754
-0.0159343770	-0.0472624533
0.0212723890	0.0206219160
0.0304084889	0.0250658981
0.0212723890	0.0206219160
-0.0632012892	-0.0855970544
-0.0225678973	-0.0526354401
-0.0163349520	-0.0005233762
0.0202110721	0.0195578154
-0.0163349520	-0.0005233762
-0.0233257980	-0.0557322095
0.0285089359	0.0260858964
0.0202110721	0.0195578154
0.0285089359	0.0260858964
-0.0736755336	-0.0951205053
-0.0125430510	-0.0411956071
-0.0158598706	-0.0005060965
0.0146028814	0.0115644411
-0.0158598706	-0.0005060965
-0.0102448135	-0.0415463273
0.0316969706	0.0286281245
0.0146028814	0.0115644411
0.0316969706	0.0286281245
-0.0575994762	-0.0817599270
-0.0192063871	-0.0476555183
-0.0162030485	0.0005732888
0.0159641551	0.0133105357
-0.0162030485	0.0005732888
-0.0165368028	-0.0481789882
0.0143032989	0.0147239039
0.0159641551	0.0133105357
0.0143032989	0.0147239039
-0.0639065869	-0.0863702179
-0.0254267806	-0.0536606248
-0.0214062920	-0.0048582080
0.0289758985	0.0244417680
-0.0214062920	-0.0048582080
-0.0187013779	-0.0496254787
0.0291942893	0.0259699315
0.0289758985	0.0244417680
0.0291942893	0.0259699315
-0.0662001652	-0.0892459121
-0.0110880257	-0.0405180735
-0.0169717855	0.0005390035
0.0253466836	0.0234474363
-0.0169717855	0.0005390035
-0.0112265071	-0.0432097733
0.0135024835	0.0132556518
0.0253466836	0.0234474363
0.0135024835	0.0132556518
-0.0707482509	-0.0882469811
-0.0099770186	-0.0437345709
-0.0162347733	0.0010367408
0.0345925057	0.0297274385
-0.0162347733	0.0010367408
-0.0158257449	-0.0455889283
0.0259588782	0.0240553896
0.0345925057	0.0297274385
0.0259588782	0.0240553896
-0.0674651401	-0.0865565459
-0.0127537431	-0.0439850943
-0.0101774427	0.0062664744
0.0352575906	0.0322571601
-0.0101774427	0.0062664744
-0.0180157752	-0.0483611458
0.0216374774	0.0207771965
0.0352575906	0.0322571601
0.0216374774	0.0207771965
-0.0710928573	-0.0883430104
-0.0158282646	-0.0474946845
-0.0158104849	0.0031095811
0.0170924121	0.0151655655
-0.0158104849	0.0031095811
-0.0157224006	-0.0479635460
0.0154717096	0.0143079222
0.0170924121	0.0151655655
0.0154717096	0.0143079222
-0.0731707108	-0.0907487507
-0.0136774103	-0.0426534921
-0.0098901889	0.0036643304
0.0238406931	0.0214457393
-0.0098901889	0.0036643304
-0.0142298860	-0.0442925926
0.0157549247	0.0141724827
0.0238406931	0.0214457393
0.0157549247	0.0141724827
-0.0603388356	-0.0864179825
-0.0137127598	-0.0455212419
-0.0139604637	0.0036992167
0.0180335680	0.0158991061
-0.0139604637	0.0036992167
-0.0125094117	-0.0445821171
0.0253208764	0.0246867388
0.0180335680	0.0158991061
0.0253208764	0.0246867388
-0.0695385249	-0.0893969190
-0.0165565642	-0.0486482500
-0.0144780574	0.0009881620
0.0141626317	0.0116838449
-0.0144780574	0.0009881620
-0.0214087696	-0.0530836760
0.0227276972	0.0179496372
0.0141626317	0.0116838449
0.0227276972	0.0179496372
-0.0647268241	-0.0907765215
-0.0186124912	-0.0480432816
-0.0160294277	0.0007919702
0.0223905468	0.0214595030
-0.0160294277	0.0007919702
-0.0200710570	-0.0511518306
0.0298211173	0.0271355688
0.0223905468	0.0214595030
0.0298211173	0.0271355688
-0.0627097201	-0.0845340403
-0.0159589332	-0.0474169037
-0.0166270335	0.0024813425
0.0296030307	0.0245952936
-0.0166270335	0.0024813425
-0.0164753168	-0.0495330705
0.0195425537	0.0179455977
0.0296030307	0.0245952936
0.0195425537	0.0179455977
-0.0832414307	-0.1022248057
-0.0154151958	-0.0454225669
-0.0157758586	-0.0002996506
0.0211633088	0.0183906893
-0.0157758586	-0.0002996506
-0.0116562636	-0.0444928254
0.0292084295	0.0252240570
0.0211633088	0.0183906893
0.0292084295	0.0252240570
-0.0706152132	-0.0884009991
0.0132474424	-0.0177448884
-0.0307867486	-0.0346123939
0.0227226991	0.0174206044
-0.0307867486	-0.0346123939
0.0115442466	-0.0178175911
0.0220050784	0.0168055097
0.0227226991	0.0174206044
0.0220050784	0.0168055097
-0.0416912694	-0.0588450081
0.0235449276	-0.0080946644
-0.0315670177	-0.0406150332
-0.0105368803	-0.0094124194
-0.0315670177	-0.0406150332
0.0249300113	-0.0067805287
0.0081370893	0.0068886932
-0.0105368803	-0.0094124194
0.0081370893	0.0068886932
-0.0330307728	-0.0486046257
0.0235078027	-0.0080867552
-0.0327598569	-0.0404888199
0.0075602937	0.0056453774
-0.0327598569	-0.0404888199
0.0198009830	-0.0100079729
0.0070948894	0.0055358047
0.0075602937	0.0056453774
0.0070948894	0.0055358047
-0.0226954470	-0.0443209893
0.0141984234	-0.0160700556
-0.0326288421	-0.0380439577
-0.0088005164	-0.0046509275
-0.0326288421	-0.0380439577
0.0179466404	-0.0134726250
-0.0222269742	-0.0172680796
-0.0088005164	-0.0046509275
-0.0222269742	-0.0172680796
-0.0376729161	-0.0544595068
0.0131407342	-0.0140462984
-0.0369949271	-0.0415038335
0.0290448373	0.0228007034
-0.0369949271	-0.0415038335
0.0166930164	-0.0140585565
0.0370269781	0.0310858821
0.0290448373	0.0228007034
0.0370269781	0.0310858821
-0.0308007959	-0.0503692639
0.0162092750	-0.0172305353
-0.0300390543	-0.0374390417
-0.0153805064	-0.0125151951
-0.0300390543	-0.0374390417
0.0166968122	-0.0153666425
-0.0196408992	-0.0115035121
-0.0153805064	-0.0125151951
-0.0196408992	-0.0115035121
-0.0574274574	-0.0669556626
0.0263039394	-0.0053634219
-0.0311265359	-0.0397452257
-0.0015346532	-0.0039797346
-0.0311265359	-0.0397452257
0.0275343936	-0.0044995708
0.0046276411	0.0053907708
-0.0015346532	-0.0039797346
0.0046276411	0.0053907708
-0.0396609212	-0.0524068758
0.0310283104	-0.0002736020
-0.0344280918	-0.0398014016
-0.0102470061	-0.0062133930
-0.0344280918	-0.0398014016
0.0310858801	-0.0003914157
-0.0124502393	-0.0086545161
-0.0102470061	-0.0062133930
-0.0124502393	-0.0086545161
-0.0265208771	-0.0446546665
0.0169829269	-0.0141152877
-0.0272046610	-0.0354570605
0.0247906338	0.0213443563
-0.0272046610	-0.0354570605
0.0157194973	-0.0154593793
0.0114830962	0.0083137255
0.0247906338	0.0213443563
0.0114830962	0.0083137255
-0.0414396984	-0.0558239698
0.0188161537	-0.0122095147
-0.0311242529	-0.0383493118
-0.0125497505	-0.0084707893
-0.0311242529	-0.0383493118
0.0192824430	-0.0124223840
-0.0053629338	-0.0028808091
-0.0125497505	-0.0084707893
-0.0053629338	-0.0028808091
-0.0396784006	-0.0560659975
0.0226968450	-0.0084367199
-0.0319112131	-0.0389474834
0.0119393419	0.0086730420
-0.0319112131	-0.0389474834
0.0229323354	-0.0078605944
0.0139411529	0.0105656774
0.0119393419	0.0086730420
0.0139411529	0.0105656774
-0.0286632763	-0.0426316686
0.0173504041	-0.0145044351
-0.0340355133	-0.0408955021
0.0050002717	0.0025195319
-0.0340355133	-0.0408955021
0.0219872241	-0.0099773594
0.0140666394	0.0091419149
0.0050002717	0.0025195319
0.0140666394	0.0091419149
-0.0459978853	-0.0605266679
0.0255085553	-0.0096358177
-0.0277568828	-0.0377144588
-0.0009895906	-0.0024830192
-0.0277568828	-0.0377144588
0.0202115970	-0.0115552974
-0.0083113665	-0.0038475439
-0.0009895906	-0.0024830192
-0.0083113665	-0.0038475439
-0.0382205067	-0.0538592212
0.0253135864	-0.0060583607
-0.0308912566	-0.0396440195
0.0046621897	0.0004472387
-0.0308912566	-0.0396440195
0.0226559173	-0.0081767684
0.0116891401	0.0085076974
0.0046621897	0.0004472387
0.0116891401	0.0085076974
-0.0227912042	-0.0396859414
0.0160519660	-0.0140294678
-0.0312364616	-0.0370461186
0.0123552273	0.0101358125
-0.0312364616	-0.0370461186
0.0149336533	-0.0146681735
0.0217388154	0.0171371336
0.0123552273	0.0101358125
0.0217388154	0.0171371336
-0.0298767069	-0.0482486441
0.0146252345	-0.0167532342
-0.0321921385	-0.0388303538
-0.0005562276	0.0006294783
-0.0321921385	-0.0388303538
0.0171379773	-0.0147012223
-0.0114146992	-0.0066523272
-0.0005562276	0.0006294783
-0.0114146992	-0.0066523272
-0.0389598912	-0.0566314453
0.0192782771	-0.0138892173
-0.0274089578	-0.0361534757
0.0185117559	0.0138245946
-0.0274089578	-0.0361534757
0.0199143670	-0.0119137541
-0.0009852972	-0.0021930775
0.0185117559	0.0138245946
-0.0009852972	-0.0021930775
-0.0487696754	-0.0609040270
0.0218040949	-0.0085564916
-0.0290992798	-0.0388269563
0.0070004616	0.0050816144
-0.0290992798	-0.0388269563
0.0223027638	-0.0081688290
0.0039434422	0.0011551491
0.0070004616	0.0050816144
0.0039434422	0.0011551491
-0.0120282465	-0.0345918244
0.0173268661	-0.0118983755
-0.0312209299	-0.0355417132
0.0103813612	0.0080976293
-0.0312209299	-0.0355417132
0.0209887433	-0.0084788027
0.0314252254	0.0242860680
0.0103813612	0.0080976293
0.0314252254	0.0242860680
-0.0175723412	-0.0389396106
0.0195817253	-0.0088328614
-0.0293444377	-0.0356170785
0.0017728907	0.0001820729
-0.0293444377	-0.0356170785
0.0210241364	-0.0073225560
0.0130760785	0.0102695392
0.0017728907	0.0001820729
0.0130760785	0.0102695392
-0.0108910042	-0.0339137817
0.0200167051	-0.0109377002
-0.0289317412	-0.0354105727
0.0084386696	0.0070908627
-0.0289317412	-0.0354105727
0.0210275918	-0.0091896147
0.0071146578	0.0044902341
0.0084386696	0.0070908627
0.0071146578	0.0044902341
-0.0258811566	-0.0412718825
0.0151978968	-0.0136492303
-0.0323593677	-0.0374094522
0.0301261117	0.0245794836
-0.0323593677	-0.0374094522
0.0169274845	-0.0121516553
0.0240434256	0.0188811259
0.0301261117	0.0245794836
0.0240434256	0.0188811259
-0.0293104417	-0.0482275568
0.0200660576	-0.0096828759
-0.0296340488	-0.0344301289
0.0208208985	0.0148490010
-0.0296340488	-0.0344301289
0.0174485798	-0.0114266786
0.0087485346	0.0077942606
0.0208208985	0.0148490010
0.0087485346	0.0077942606
-0.0282863354	-0.0451914513
0.0230535019	-0.0095072172
-0.0287887198	-0.0380358954
0.0012602302	0.0011352838
-0.0287887198	-0.0380358954
0.0240333067	-0.0090495276
0.0131518018	0.0091186413
0.0012602302	0.0011352838
0.0131518018	0.0091186413
-0.0349121974	-0.0473344894
0.0158136736	-0.0135073231
-0.0314642612	-0.0351583272
0.0159936860	0.0128700084
-0.0314642612	-0.0351583272
0.0179639684	-0.0107027026
0.0191616814	0.0156445700
0.0159936860	0.0128700084
0.0191616814	0.0156445700
-0.0190640075	-0.0360563499
0.0243109601	-0.0070795124
-0.0327282633	-0.0403779799
0.0097980033	0.0075748693
-0.0327282633	-0.0403779799
0.0213660275	-0.0091432009
0.0040452859	0.0018745825
0.0097980033	0.0075748693
0.0040452859	0.0018745825
-0.0277129488	-0.0425516021
0.0141247455	-0.0156511917
-0.0332452548	-0.0390667890
-0.0115427485	-0.0091966939
-0.0332452548	-0.0390667890
0.0186048809	-0.0126898231
-0.0239345239	-0.0180076155
-0.0115427485	-0.0091966939
-0.0239345239	-0.0180076155
-0.0259254039	-0.0435706356
0.0146578063	-0.0127803096
-0.0314113025	-0.0382232128
0.0154263434	0.0120333330
-0.0314113025	-0.0382232128
0.0208026575	-0.0079294597
0.0052004957	0.0043117615
0.0154263434	0.0120333330
0.0052004957	0.0043117615
-0.0188543699	-0.0423027830
0.0151127332	-0.0160581259
-0.0303479631	-0.0352503705
-0.0086782508	-0.0040422174
-0.0303479631	-0.0352503705
0.0181238556	-0.0141883045
-0.0067712845	-0.0048369733
-0.0086782508	-0.0040422174
-0.0067712845	-0.0048369733
-0.0476786304	-0.0596832886
0.0077037838	-0.0228096952
-0.0304079802	-0.0359390297
0.0107211382	0.0075438868
-0.0304079802	-0.0359390297
0.0124686414	-0.0198762386
0.0087741548	0.0049363478
0.0107211382	0.0075438868
0.0087741548	0.0049363478
-0.0516599062	-0.0671487144
0.0201563789	-0.0103793273
-0.0310270949	-0.0395051499
0.0101013269	0.0079774706
-0.0310270949	-0.0395051499
0.0218146571	-0.0091469883
0.0040336299	0.0017428669
0.0101013269	0.0079774706
0.0040336299	0.0017428669
-0.0401507816	-0.0531349818
0.0242181947	-0.0079232778
-0.0334053012	-0.0407793778
0.0034569084	0.0024976542
-0.0334053012	-0.0407793778
0.0256460952	-0.0069523376
0.0068317945	0.0050148138
0.0034569084	0.0024976542
0.0068317945	0.0050148138
-0.0326423841	-0.0486993613
0.0219782333	-0.0093465027
-0.0311024575	-0.0392587303
0.0113722151	0.0088635999
-0.0311024575	-0.0392587303
0.0223132457	-0.0091184206
0.0129383683	0.0094720521
0.0113722151	0.0088635999
0.0129383683	0.0094720521
-0.0354302720	-0.0498360855
0.0198204947	-0.0100574489
-0.0297790980	-0.0364831070
0.0226292782	0.0174117656
-0.0297790980	-0.0364831070
0.0193456679	-0.0110794081
0.0071174208	0.0069440939
0.0226292782	0.0174117656
0.0071174208	0.0069440939
-0.0226824542	-0.0438649486
0.0217748701	-0.0101403632
-0.0338829258	-0.0416292638
-0.0010259183	0.0033934117
-0.0338829258	-0.0416292638
0.0154039844	-0.0156580193
-0.0214597844	-0.0180064064
-0.0010259183	0.0033934117
-0.0214597844	-0.0180064064
-0.0316555862	-0.0495514644
0.0190602765	-0.0123890498
-0.0337455714	-0.0374325367
-0.0228679398	-0.0182971571
-0.0337455714	-0.0374325367
0.0115207780	-0.0190414919
-0.0214369658	-0.0163555176
-0.0228679398	-0.0182971571
-0.0214369658	-0.0163555176
-0.0444932878	-0.0571802081
0.0193887585	-0.0114885491
-0.0336528512	-0.0403576292
0.0021569653	0.0030044069
-0.0336528512	-0.0403576292
0.0153937862	-0.0133579857
0.0091112581	0.0031706671
0.0021569653	0.0030044069
0.0091112581	0.0031706671
-0.0381191833	-0.0542513144
0.0237821223	-0.0069504252
-0.0315982756	-0.0387041390
-0.0196084622	-0.0143220919
-0.0315982756	-0.0387041390
0.0210852949	-0.0096445202
-0.0055781807	-0.0053898538
-0.0196084622	-0.0143220919
-0.0055781807	-0.0053898538
-0.0272405868	-0.0447724848
0.0213142078	-0.0099845801
-0.0328359492	-0.0386334292
-0.0235928085	-0.0168504026
-0.0328359492	-0.0386334292
0.0176111874	-0.0135718542
-0.0168146663	-0.0152465954
-0.0235928085	-0.0168504026
-0.0168146663	-0.0152465954
-0.0332653098	-0.0481828220
0.0197549472	-0.0120608974
-0.0301866405	-0.0386680671
-0.0017455636	-0.0036616607
-0.0301866405	-0.0386680671
0.0177531774	-0.0134206545
-0.0059821592	-0.0030386161
-0.0017455636	-0.0036616607
-0.0059821592	-0.0030386161
-0.0473888763	-0.0636525490
0.0216006899	-0.0103150809
-0.0384228738	-0.0423137394
0.0097207801	0.0058078810
-0.0384228738	-0.0423137394
0.0212424288	-0.0097747601
0.0129852963	0.0083802727
0.0097207801	0.0058078810
0.0129852963	0.0083802727
-0.0353140215	-0.0512929126
0.0174897088	-0.0127866146
-0.0313661375	-0.0390484247
0.0206919214	0.0189677367
-0.0313661375	-0.0390484247
0.0215502732	-0.0087912091
0.0051615667	0.0007749432
0.0206919214	0.0189677367
0.0051615667	0.0007749432
-0.0335237904	-0.0487034061
0.0116217716	-0.0178826995
-0.0292837081	-0.0355708094
0.0061668655	0.0075571141
-0.0292837081	-0.0355708094
0.0099196750	-0.0199378596
-0.0153536254	-0.0097993395
0.0061668655	0.0075571141
-0.0153536254	-0.0097993395
-0.0368780834	-0.0568572279
0.0185716756	-0.0113201929
-0.0284928253	-0.0358192947
0.0164024654	0.0128546010
-0.0284928253	-0.0358192947
0.0210662011	-0.0101319857
0.0187381327	0.0142207706
0.0164024654	0.0128546010
0.0187381327	0.0142207706
-0.0302501410	-0.0476878897
0.0171786078	-0.0163048743
-0.0285252887	-0.0355008995
-0.0176506010	-0.0141265789
-0.0285252887	-0.0355008995
0.0122792410	-0.0191486906
-0.0076749516	-0.0051343081
-0.0176506010	-0.0141265789
-0.0076749516	-0.0051343081
-0.0472573763	-0.0604117003
-0.0706349207	-0.0988146210
-0.0238157034	0.0041596834
-0.0047323691	-0.0056651520
-0.0238157034	0.0041596834
-0.0704262326	-0.0982210512
0.0012158879	-0.0011334665
-0.0047323691	-0.0056651520
0.0012158879	-0.0011334665
-0.2069726840	-0.2029307291
-0.0831678714	-0.1089184133
-0.0214120621	0.0043315188
0.0103642052	0.0052578087
-0.0214120621	0.0043315188
-0.0707719671	-0.0984576836
0.0080602648	0.0032734042
0.0103642052	0.0052578087
0.0080602648	0.0032734042
-0.1869265285	-0.1902584262
-0.0782249068	-0.1077060165
-0.0206319193	0.0057667191
-0.0093858559	-0.0112739856
-0.0206319193	0.0057667191
-0.0721197037	-0.0998391760
0.0070225825	0.0059306649
-0.0093858559	-0.0112739856
0.0070225825	0.0059306649
-0.2012466564	-0.1978219807
-0.0723151314	-0.1003707226
-0.0234308581	0.0022369769
-0.0019953159	-0.0055239740
-0.0234308581	0.0022369769
-0.0693218629	-0.0977864633
0.0112193070	0.0096851580
-0.0019953159	-0.0055239740
0.0112193070	0.0096851580
-0.1934289515	-0.1971718174
-0.0696349480	-0.0952684781
-0.0209193943	0.0064007036
0.0179417960	0.0152120135
-0.0209193943	0.0064007036
-0.0628542465	-0.0928200699
-0.0072669413	-0.0083928484
0.0179417960	0.0152120135
-0.0072669413	-0.0083928484
-0.1831976516	-0.1861228673
-0.0693722110	-0.0932456018
-0.0197721699	0.0064260891
0.0067691267	0.0038001747
-0.0197721699	0.0064260891
-0.0660456025	-0.0957595105
-0.0030342447	-0.0048949634
0.0067691267	0.0038001747
-0.0030342447	-0.0048949634
-0.1857561048	-0.1848333014
-0.0717064754	-0.1010366693
-0.0282108733	-0.0017861450
0.0032250725	0.0000216074
-0.0282108733	-0.0017861450
-0.0752326186	-0.0996132841
0.0119648301	0.0074051711
0.0032250725	0.0000216074
0.0119648301	0.0074051711
-0.1841863629	-0.1879468883
-0.0701390935	-0.0973413305
-0.0195081733	0.0072311080
0.0007209447	0.0009818516
-0.0195081733	0.0072311080
-0.0632443555	-0.0925188715
-0.0046219796	-0.0045357133
0.0007209447	0.0009818516
-0.0046219796	-0.0045357133
-0.1944353369	-0.1917981753
-0.0629508363	-0.0900611089
-0.0247294740	0.0017044829
0.0044732586	0.0022394060
-0.0247294740	0.0017044829
-0.0561417776	-0.0832913277
0.0049922478	0.0025715340
0.0044732586	0.0022394060
0.0049922478	0.0025715340
-0.1842629790	-0.1842328608
-0.0631853009	-0.0931703620
-0.0230824545	0.0013519394
0.0055423595	0.0035312590
-0.0230824545	0.0013519394
-0.0733734692	-0.0983582216
0.0202690396	0.0144301668
0.0055423595	0.0035312590
0.0202690396	0.0144301668
-0.1990726372	-0.1970769075
-0.0677246958	-0.0949820490
-0.0143270937	0.0117347384
-0.0002767905	-0.0026906653
-0.0143270937	0.0117347384
-0.0799009475	-0.1048481698
0.0047376020	0.0015996294
-0.0002767905	-0.0026906653
0.0047376020	0.0015996294
-0.1776839854	-0.1825875057
-0.0773455490	-0.1025282293
-0.0217691478	0.0048391927
0.0132025713	0.0106988564
-0.0217691478	0.0048391927
-0.0709850038	-0.0988744093
-0.0153844395	-0.0135914994
0.0132025713	0.0106988564
-0.0153844395	-0.0135914994
-0.1893524309	-0.1916039242
-0.0664706369	-0.0946695509
-0.0251731271	-0.0014300028
-0.0175482549	-0.0178947369
-0.0251731271	-0.0014300028
-0.0561598103	-0.0849195312
-0.0144929556	-0.0140437638
-0.0175482549	-0.0178947369
-0.0144929556	-0.0140437638
-0.1879274641	-0.1873644532
-0.0784850956	-0.1017192150
-0.0183669769	0.0077109706
-0.0024995466	-0.0025338535
-0.0183669769	0.0077109706
-0.0711254651	-0.0982293467
0.0093556563	0.0063913188
-0.0024995466	-0.0025338535
0.0093556563	0.0063913188
-0.1863718479	-0.1897821547
-0.0744725837	-0.1020079996
-0.0263205609	-0.0006037240
0.0091312668	0.0072787474
-0.0263205609	-0.0006037240
-0.0719515639	-0.0986380234
-0.0015671056	-0.0022761877
0.0091312668	0.0072787474
-0.0015671056	-0.0022761877
-0.1923918013	-0.1914433877
-0.0688857109	-0.0954822617
-0.0178066740	0.0076484952
0.0033173186	0.0038196471
-0.0178066740	0.0076484952
-0.0749800505	-0.0988379573
0.0257330972	0.0221856761
0.0033173186	0.0038196471
0.0257330972	0.0221856761
-0.1929789383	-0.1923186105
-0.0719670426	-0.0983296451
-0.0234246624	0.0044330632
0.0099499860	0.0049829432
-0.0234246624	0.0044330632
-0.0683228513	-0.0960444964
0.0163961035	0.0112248171
0.0099499860	0.0049829432
0.0163961035	0.0112248171
-0.1891692636	-0.1909218416
-0.0734538402	-0.1012358189
-0.0192676215	0.0074192960
0.0054134071	0.0054340804
-0.0192676215	0.0074192960
-0.0777167670	-0.1029119308
-0.0083486202	-0.0078872431
0.0054134071	0.0054340804
-0.0083486202	-0.0078872431
-0.1870236102	-0.1911520010
-0.0755124685	-0.1033421596
-0.0178193987	0.0087681598
0.0062740096	0.0030067414
-0.0178193987	0.0087681598
-0.0707895572	-0.1016169386
-0.0051709280	-0.0077847870
0.0062740096	0.0030067414
-0.0051709280	-0.0077847870
-0.1922280540	-0.1936255918
-0.0764692499	-0.1045795604
-0.0203072126	0.0055251149
0.0049221490	-0.0017963500
-0.0203072126	0.0055251149
-0.0718346701	-0.1015575644
0.0092000430	0.0060307584
0.0049221490	-0.0017963500
0.0092000430	0.0060307584
-0.1972990331	-0.1984928995
-0.0656208028	-0.0932856475
-0.0184303630	0.0080622323
0.0242832915	0.0208377290
-0.0184303630	0.0080622323
-0.0643709716	-0.0953709615
-0.0026802478	-0.0033348790
0.0242832915	0.0208377290
-0.0026802478	-0.0033348790
-0.1819287203	-0.1849421690
0.0420880546	-0.0021032108
-0.0219747751	-0.0011784856
0.0919686405	0.0788333540
-0.0219747751	-0.0011784856
0.0423596446	-0.0022213394
0.0943485013	0.0815714204
0.0919686405	0.0788333540
0.0943485013	0.0815714204
-0.2850201818	-0.2878857101
-0.0972917946	-0.1194232884
-0.0395624626	-0.0265504205
0.1121757211	0.0945540495
-0.0395624626	-0.0265504205
-0.0960078536	-0.1179736556
0.1119695439	0.0941693836
0.1121757211	0.0945540495
0.1119695439	0.0941693836
-0.4880506728	-0.4541280097
0.0720006451	0.0230347222
-0.0126794054	0.0072510886
0.0748003423	0.0635318216
-0.0126794054	0.0072510886
0.0721767387	0.0234034122
0.0732830216	0.0619095851
0.0748003423	0.0635318216
0.0732830216	0.0619095851
