参考stress(eV/Å³)	计算stress(eV/Å³)
0.0277743457	0.0281804553
0.0070794541	0.0062839815
0.0277743457	0.0281804553
-0.0792214622	-0.0803228094
-0.0197662274	-0.0211456725
-0.0063841591	-0.0046551264
0.0156859243	0.0156999355
-0.0063841591	-0.0046551264
-0.0149403274	-0.0180315692
0.0281550276	0.0280712670
0.0156859243	0.0156999355
0.0281550276	0.0280712670
-0.0660593160	-0.0678555521
-0.0181546099	-0.0192872482
-0.0075917468	-0.0054509833
0.0121913708	0.0126888510
-0.0075917468	-0.0054509833
-0.0164319650	-0.0163070162
0.0224882429	0.0222598539
0.0121913708	0.0126888510
0.0224882429	0.0222598539
-0.0665486488	-0.0690377073
-0.0169066380	-0.0161971993
-0.0117644828	-0.0079165531
0.0251927380	0.0258528968
-0.0117644828	-0.0079165531
-0.0178390666	-0.0191121773
0.0322314966	0.0309253674
0.0251927380	0.0258528968
0.0322314966	0.0309253674
-0.0697330296	-0.0707008413
-0.0165868879	-0.0149099947
-0.0154657043	-0.0125198784
0.0266396323	0.0253307898
-0.0154657043	-0.0125198784
-0.0108668515	-0.0099194858
0.0261444094	0.0262547046
0.0266396323	0.0253307898
0.0261444094	0.0262547046
-0.0686467510	-0.0693398266
-0.0145389893	-0.0142680716
-0.0158308454	-0.0124509183
0.0325346574	0.0321169000
-0.0158308454	-0.0124509183
-0.0104275220	-0.0105133849
0.0238709736	0.0239333831
0.0325346574	0.0321169000
0.0238709736	0.0239333831
-0.0722345522	-0.0736350085
-0.0182141205	-0.0153850138
-0.0148803784	-0.0112137727
0.0069109720	0.0070126391
-0.0148803784	-0.0112137727
-0.0134760426	-0.0109388125
0.0259573964	0.0252039602
0.0069109720	0.0070126391
0.0259573964	0.0252039602
-0.0585585420	-0.0600824175
-0.0157473290	-0.0142778722
-0.0180134862	-0.0148623810
0.0142846662	0.0138808331
-0.0180134862	-0.0148623810
-0.0126051827	-0.0135505849
0.0252063469	0.0249943161
0.0142846662	0.0138808331
0.0252063469	0.0249943161
-0.0625704950	-0.0628869267
-0.0183882920	-0.0186528472
-0.0088740438	-0.0065198193
0.0097700293	0.0094173862
-0.0088740438	-0.0065198193
-0.0175951933	-0.0190620840
0.0164280188	0.0163706684
0.0097700293	0.0094173862
0.0164280188	0.0163706684
-0.0527741931	-0.0540806370
-0.0159113215	-0.0143928669
-0.0183698328	-0.0148197275
0.0165023106	0.0160829442
-0.0183698328	-0.0148197275
-0.0196005662	-0.0181488114
0.0117971637	0.0109085009
0.0165023106	0.0160829442
0.0117971637	0.0109085009
-0.0711046131	-0.0738095130
-0.0175030773	-0.0180810667
-0.0081642387	-0.0060700266
0.0285543771	0.0283369760
-0.0081642387	-0.0060700266
-0.0170499251	-0.0178341541
0.0192079779	0.0189659783
0.0285543771	0.0283369760
0.0192079779	0.0189659783
-0.0655366078	-0.0666479717
-0.0207478749	-0.0193514600
-0.0174648269	-0.0142844970
0.0185015245	0.0178947339
-0.0174648269	-0.0142844970
-0.0186014405	-0.0176933106
0.0140617234	0.0135985356
0.0185015245	0.0178947339
0.0140617234	0.0135985356
-0.0887140698	-0.0885300922
-0.0171135159	-0.0169418579
-0.0203285082	-0.0169181693
0.0197863741	0.0190181738
-0.0203285082	-0.0169181693
-0.0153516355	-0.0156391976
0.0247032482	0.0247566411
0.0197863741	0.0190181738
0.0247032482	0.0247566411
-0.0640044279	-0.0659251556
-0.0103903194	-0.0098823714
-0.0195095287	-0.0152561845
0.0123856144	0.0131526903
-0.0195095287	-0.0152561845
-0.0143695756	-0.0151421357
0.0357391298	0.0350999112
0.0123856144	0.0131526903
0.0357391298	0.0350999112
-0.0560852594	-0.0570286145
-0.0145024617	-0.0133156929
-0.0140899686	-0.0109713610
0.0255263285	0.0248575135
-0.0140899686	-0.0109713610
-0.0146677133	-0.0142710001
0.0202506728	0.0200973619
0.0255263285	0.0248575135
0.0202506728	0.0200973619
-0.0700683600	-0.0719554117
-0.0138176455	-0.0159858459
-0.0167217371	-0.0125327986
0.0182299741	0.0179492615
-0.0167217371	-0.0125327986
-0.0147360643	-0.0175886171
0.0199553794	0.0194442220
0.0182299741	0.0179492615
0.0199553794	0.0194442220
-0.0823694347	-0.0830100115
-0.0142931149	-0.0136679541
-0.0170296897	-0.0125277373
0.0047682602	0.0048429866
-0.0170296897	-0.0125277373
-0.0154830413	-0.0167986936
0.0249551925	0.0249813260
0.0047682602	0.0048429866
0.0249551925	0.0249813260
-0.0742810628	-0.0766544927
-0.0146726888	-0.0131096643
-0.0165474376	-0.0120374080
0.0348815166	0.0341768253
-0.0165474376	-0.0120374080
-0.0131061591	-0.0124983180
0.0190492927	0.0183139393
0.0348815166	0.0341768253
0.0190492927	0.0183139393
-0.0727101662	-0.0740075772
-0.0133743111	-0.0130132192
-0.0132581883	-0.0096456804
0.0173887781	0.0173085550
-0.0132581883	-0.0096456804
-0.0110312955	-0.0114932470
0.0195525771	0.0191425770
0.0173887781	0.0173085550
0.0195525771	0.0191425770
-0.0540756211	-0.0567884067
-0.0107845472	-0.0106992782
-0.0202721360	-0.0157357907
0.0304084889	0.0298527548
-0.0202721360	-0.0157357907
-0.0159343770	-0.0153275530
0.0212723890	0.0211866337
0.0304084889	0.0298527548
0.0212723890	0.0211866337
-0.0632012892	-0.0658101950
-0.0225678973	-0.0199829567
-0.0163349520	-0.0134694584
0.0202110721	0.0199140208
-0.0163349520	-0.0134694584
-0.0233257980	-0.0224512737
0.0285089359	0.0277549881
0.0202110721	0.0199140208
0.0285089359	0.0277549881
-0.0736755336	-0.0760001478
-0.0125430510	-0.0101400282
-0.0158598706	-0.0132664014
0.0146028814	0.0135743770
-0.0158598706	-0.0132664014
-0.0102448135	-0.0084665930
0.0316969706	0.0312563079
0.0146028814	0.0135743770
0.0316969706	0.0312563079
-0.0575994762	-0.0593155853
-0.0192063871	-0.0156564614
-0.0162030485	-0.0124068183
0.0159641551	0.0156215235
-0.0162030485	-0.0124068183
-0.0165368028	-0.0146302204
0.0143032989	0.0144255088
0.0159641551	0.0156215235
0.0143032989	0.0144255088
-0.0639065869	-0.0656877407
-0.0254267806	-0.0222870808
-0.0214062920	-0.0181318735
0.0289758985	0.0292348902
-0.0214062920	-0.0181318735
-0.0187013779	-0.0154774834
0.0291942893	0.0284990404
0.0289758985	0.0292348902
0.0291942893	0.0284990404
-0.0662001652	-0.0667489629
-0.0110880257	-0.0120711258
-0.0169717855	-0.0133442157
0.0253466836	0.0249589370
-0.0169717855	-0.0133442157
-0.0112265071	-0.0128253976
0.0135024835	0.0129560937
0.0253466836	0.0249589370
0.0135024835	0.0129560937
-0.0707482509	-0.0709765660
-0.0099770186	-0.0095612826
-0.0162347733	-0.0132335174
0.0345925057	0.0342300763
-0.0162347733	-0.0132335174
-0.0158257449	-0.0142997412
0.0259588782	0.0260014366
0.0345925057	0.0342300763
0.0259588782	0.0260014366
-0.0674651401	-0.0696657159
-0.0127537431	-0.0131407324
-0.0101774427	-0.0068166827
0.0352575906	0.0348061678
-0.0101774427	-0.0068166827
-0.0180157752	-0.0178199531
0.0216374774	0.0215803457
0.0352575906	0.0348061678
0.0216374774	0.0215803457
-0.0710928573	-0.0723760025
-0.0158282646	-0.0149980456
-0.0158104849	-0.0121232392
0.0170924121	0.0165279671
-0.0158104849	-0.0121232392
-0.0157224006	-0.0148247591
0.0154717096	0.0153555560
0.0170924121	0.0165279671
0.0154717096	0.0153555560
-0.0731707108	-0.0744110101
-0.0136774103	-0.0111889317
-0.0098901889	-0.0070574105
0.0238406931	0.0231300845
-0.0098901889	-0.0070574105
-0.0142298860	-0.0122055638
0.0157549247	0.0155420144
0.0238406931	0.0231300845
0.0157549247	0.0155420144
-0.0603388356	-0.0625116176
-0.0137127598	-0.0127903687
-0.0139604637	-0.0105637961
0.0180335680	0.0174642282
-0.0139604637	-0.0105637961
-0.0125094117	-0.0118190437
0.0253208764	0.0252330503
0.0180335680	0.0174642282
0.0253208764	0.0252330503
-0.0695385249	-0.0705250642
-0.0165565642	-0.0140656775
-0.0144780574	-0.0121024527
0.0141626317	0.0135310490
-0.0144780574	-0.0121024527
-0.0214087696	-0.0192042919
0.0227276972	0.0229277961
0.0141626317	0.0135310490
0.0227276972	0.0229277961
-0.0647268241	-0.0679006461
-0.0186124912	-0.0166615411
-0.0160294277	-0.0116843076
0.0223905468	0.0222712988
-0.0160294277	-0.0116843076
-0.0200710570	-0.0184400057
0.0298211173	0.0293420573
0.0223905468	0.0222712988
0.0298211173	0.0293420573
-0.0627097201	-0.0637834593
-0.0159589332	-0.0158041614
-0.0166270335	-0.0128974680
0.0296030307	0.0288193277
-0.0166270335	-0.0128974680
-0.0164753168	-0.0171732539
0.0195425537	0.0193429296
0.0296030307	0.0288193277
0.0195425537	0.0193429296
-0.0832414307	-0.0848374995
-0.0154151958	-0.0148812828
-0.0157758586	-0.0122306369
0.0211633088	0.0206211714
-0.0157758586	-0.0122306369
-0.0116562636	-0.0127414813
0.0292084295	0.0289107570
0.0211633088	0.0206211714
0.0292084295	0.0289107570
-0.0706152132	-0.0722827157
0.0132474424	0.0103022247
-0.0307867486	-0.0296323696
0.0227226991	0.0227290901
-0.0307867486	-0.0296323696
0.0115442466	0.0097351999
0.0220050784	0.0218705082
0.0227226991	0.0227290901
0.0220050784	0.0218705082
-0.0416912694	-0.0387373751
0.0235449276	0.0217600367
-0.0315670177	-0.0310076799
-0.0105368803	-0.0104382185
-0.0315670177	-0.0310076799
0.0249300113	0.0238342858
0.0081370893	0.0081966642
-0.0105368803	-0.0104382185
0.0081370893	0.0081966642
-0.0330307728	-0.0306281865
0.0235078027	0.0226256712
-0.0327598569	-0.0325107112
0.0075602937	0.0075145369
-0.0327598569	-0.0325107112
0.0198009830	0.0194004266
0.0070948894	0.0069955901
0.0075602937	0.0075145369
0.0070948894	0.0069955901
-0.0226954470	-0.0215511626
0.0141984234	0.0132876847
-0.0326288421	-0.0320780167
-0.0088005164	-0.0087240041
-0.0326288421	-0.0320780167
0.0179466404	0.0164959346
-0.0222269742	-0.0217125594
-0.0088005164	-0.0087240041
-0.0222269742	-0.0217125594
-0.0376729161	-0.0351345426
0.0131407342	0.0123106342
-0.0369949271	-0.0369606676
0.0290448373	0.0289819559
-0.0369949271	-0.0369606676
0.0166930164	0.0145077927
0.0370269781	0.0370596031
0.0290448373	0.0289819559
0.0370269781	0.0370596031
-0.0308007959	-0.0295877153
0.0162092750	0.0115540334
-0.0300390543	-0.0307924853
-0.0153805064	-0.0152422739
-0.0300390543	-0.0307924853
0.0166968122	0.0137710565
-0.0196408992	-0.0195475070
-0.0153805064	-0.0152422739
-0.0196408992	-0.0195475070
-0.0574274574	-0.0538837445
0.0263039394	0.0253476642
-0.0311265359	-0.0313272177
-0.0015346532	-0.0013541177
-0.0311265359	-0.0313272177
0.0275343936	0.0266921666
0.0046276411	0.0042084237
-0.0015346532	-0.0013541177
0.0046276411	0.0042084237
-0.0396609212	-0.0367349918
0.0310283104	0.0284017348
-0.0344280918	-0.0337706795
-0.0102470061	-0.0101667389
-0.0344280918	-0.0337706795
0.0310858801	0.0282706975
-0.0124502393	-0.0123290889
-0.0102470061	-0.0101667389
-0.0124502393	-0.0123290889
-0.0265208771	-0.0246226136
0.0169829269	0.0155506401
-0.0272046610	-0.0272024862
0.0247906338	0.0246105027
-0.0272046610	-0.0272024862
0.0157194973	0.0141487603
0.0114830962	0.0115101978
0.0247906338	0.0246105027
0.0114830962	0.0115101978
-0.0414396984	-0.0394984953
0.0188161537	0.0175996207
-0.0311242529	-0.0311191553
-0.0125497505	-0.0126318765
-0.0311242529	-0.0311191553
0.0192824430	0.0179854540
-0.0053629338	-0.0051801789
-0.0125497505	-0.0126318765
-0.0053629338	-0.0051801789
-0.0396784006	-0.0378296743
0.0226968450	0.0223193581
-0.0319112131	-0.0308645851
0.0119393419	0.0117794623
-0.0319112131	-0.0308645851
0.0229323354	0.0225034380
0.0139411529	0.0134520476
0.0119393419	0.0117794623
0.0139411529	0.0134520476
-0.0286632763	-0.0257206964
0.0173504041	0.0153948180
-0.0340355133	-0.0339561968
0.0050002717	0.0048641346
-0.0340355133	-0.0339561968
0.0219872241	0.0202729978
0.0140666394	0.0139420843
0.0050002717	0.0048641346
0.0140666394	0.0139420843
-0.0459978853	-0.0427969519
0.0255085553	0.0233186328
-0.0277568828	-0.0284367019
-0.0009895906	-0.0009524738
-0.0277568828	-0.0284367019
0.0202115970	0.0192185139
-0.0083113665	-0.0082759462
-0.0009895906	-0.0009524738
-0.0083113665	-0.0082759462
-0.0382205067	-0.0365788576
0.0253135864	0.0241008221
-0.0308912566	-0.0310938475
0.0046621897	0.0049929129
-0.0308912566	-0.0310938475
0.0226559173	0.0223819250
0.0116891401	0.0114671042
0.0046621897	0.0049929129
0.0116891401	0.0114671042
-0.0227912042	-0.0209595757
0.0160519660	0.0160362550
-0.0312364616	-0.0304518569
0.0123552273	0.0120316290
-0.0312364616	-0.0304518569
0.0149336533	0.0144967223
0.0217388154	0.0218042685
0.0123552273	0.0120316290
0.0217388154	0.0218042685
-0.0298767069	-0.0289520220
0.0146252345	0.0134846892
-0.0321921385	-0.0327382740
-0.0005562276	-0.0006617567
-0.0321921385	-0.0327382740
0.0171379773	0.0157120624
-0.0114146992	-0.0112879446
-0.0005562276	-0.0006617567
-0.0114146992	-0.0112879446
-0.0389598912	-0.0358984808
0.0192782771	0.0166713535
-0.0274089578	-0.0282127904
0.0185117559	0.0183594882
-0.0274089578	-0.0282127904
0.0199143670	0.0181028119
-0.0009852972	-0.0009324872
0.0185117559	0.0183594882
-0.0009852972	-0.0009324872
-0.0487696754	-0.0460673550
0.0218040949	0.0215312648
-0.0290992798	-0.0304644708
0.0070004616	0.0065886063
-0.0290992798	-0.0304644708
0.0223027638	0.0222095810
0.0039434422	0.0037288421
0.0070004616	0.0065886063
0.0039434422	0.0037288421
-0.0120282465	-0.0108429736
0.0173268661	0.0178250139
-0.0312209299	-0.0298980154
0.0103813612	0.0103158020
-0.0312209299	-0.0298980154
0.0209887433	0.0220984330
0.0314252254	0.0313657256
0.0103813612	0.0103158020
0.0314252254	0.0313657256
-0.0175723412	-0.0159166940
0.0195817253	0.0199433279
-0.0293444377	-0.0288388795
0.0017728907	0.0018129999
-0.0293444377	-0.0288388795
0.0210241364	0.0219276414
0.0130760785	0.0129495850
0.0017728907	0.0018129999
0.0130760785	0.0129495850
-0.0108910042	-0.0095239794
0.0200167051	0.0194479923
-0.0289317412	-0.0286721183
0.0084386696	0.0085162001
-0.0289317412	-0.0286721183
0.0210275918	0.0206342553
0.0071146578	0.0071387382
0.0084386696	0.0085162001
0.0071146578	0.0071387382
-0.0258811566	-0.0237778235
0.0151978968	0.0134588491
-0.0323593677	-0.0321702330
0.0301261117	0.0297947604
-0.0323593677	-0.0321702330
0.0169274845	0.0152965338
0.0240434256	0.0239684705
0.0301261117	0.0297947604
0.0240434256	0.0239684705
-0.0293104417	-0.0270362178
0.0200660576	0.0200406857
-0.0296340488	-0.0283489131
0.0208208985	0.0202306739
-0.0296340488	-0.0283489131
0.0174485798	0.0169519866
0.0087485346	0.0085439306
0.0208208985	0.0202306739
0.0087485346	0.0085439306
-0.0282863354	-0.0262991296
0.0230535019	0.0224288625
-0.0287887198	-0.0298967212
0.0012602302	0.0013438956
-0.0287887198	-0.0298967212
0.0240333067	0.0229729671
0.0131518018	0.0130883778
0.0012602302	0.0013438956
0.0131518018	0.0130883778
-0.0349121974	-0.0316689676
0.0158136736	0.0148876903
-0.0314642612	-0.0303687384
0.0159936860	0.0159283665
-0.0314642612	-0.0303687384
0.0179639684	0.0171500765
0.0191616814	0.0188755473
0.0159936860	0.0159283665
0.0191616814	0.0188755473
-0.0190640075	-0.0170181434
0.0243109601	0.0241424906
-0.0327282633	-0.0319516889
0.0097980033	0.0093847432
-0.0327282633	-0.0319516889
0.0213660275	0.0216083640
0.0040452859	0.0040962204
0.0097980033	0.0093847432
0.0040452859	0.0040962204
-0.0277129488	-0.0244969777
0.0141247455	0.0131383843
-0.0332452548	-0.0329923234
-0.0115427485	-0.0111225870
-0.0332452548	-0.0329923234
0.0186048809	0.0176960056
-0.0239345239	-0.0238556533
-0.0115427485	-0.0111225870
-0.0239345239	-0.0238556533
-0.0259254039	-0.0240850394
0.0146578063	0.0159173786
-0.0314113025	-0.0299133073
0.0154263434	0.0154271885
-0.0314113025	-0.0299133073
0.0208026575	0.0222348680
0.0052004957	0.0050799875
0.0154263434	0.0154271885
0.0052004957	0.0050799875
-0.0188543699	-0.0176455470
0.0151127332	0.0129343131
-0.0303479631	-0.0299270908
-0.0086782508	-0.0084666673
-0.0303479631	-0.0299270908
0.0181238556	0.0152494647
-0.0067712845	-0.0065832674
-0.0086782508	-0.0084666673
-0.0067712845	-0.0065832674
-0.0476786304	-0.0447599477
0.0077037838	0.0051559623
-0.0304079802	-0.0301604032
0.0107211382	0.0109302860
-0.0304079802	-0.0301604032
0.0124686414	0.0090930857
0.0087741548	0.0085171288
0.0107211382	0.0109302860
0.0087741548	0.0085171288
-0.0516599062	-0.0498660982
0.0201563789	0.0195082870
-0.0310270949	-0.0307721329
0.0101013269	0.0097572449
-0.0310270949	-0.0307721329
0.0218146571	0.0208519102
0.0040336299	0.0042878251
0.0101013269	0.0097572449
0.0040336299	0.0042878251
-0.0401507816	-0.0375197908
0.0242181947	0.0219606301
-0.0334053012	-0.0332825150
0.0034569084	0.0031757476
-0.0334053012	-0.0332825150
0.0256460952	0.0234608032
0.0068317945	0.0067729674
0.0034569084	0.0031757476
0.0068317945	0.0067729674
-0.0326423841	-0.0300294271
0.0219782333	0.0212703675
-0.0311024575	-0.0308640553
0.0113722151	0.0110318022
-0.0311024575	-0.0308640553
0.0223132457	0.0216828388
0.0129383683	0.0126839005
0.0113722151	0.0110318022
0.0129383683	0.0126839005
-0.0354302720	-0.0327267389
0.0198204947	0.0193780580
-0.0297790980	-0.0292294689
0.0226292782	0.0227940784
-0.0297790980	-0.0292294689
0.0193456679	0.0187072792
0.0071174208	0.0071564433
0.0226292782	0.0227940784
0.0071174208	0.0071564433
-0.0226824542	-0.0206805113
0.0217748701	0.0207151741
-0.0338829258	-0.0342449110
-0.0010259183	-0.0010136376
-0.0338829258	-0.0342449110
0.0154039844	0.0136735705
-0.0214597844	-0.0212611477
-0.0010259183	-0.0010136376
-0.0214597844	-0.0212611477
-0.0316555862	-0.0298334459
0.0190602765	0.0170860902
-0.0337455714	-0.0333965802
-0.0228679398	-0.0225462631
-0.0337455714	-0.0333965802
0.0115207780	0.0096272601
-0.0214369658	-0.0213502130
-0.0228679398	-0.0225462631
-0.0214369658	-0.0213502130
-0.0444932878	-0.0415225338
0.0193887585	0.0181285927
-0.0336528512	-0.0329312573
0.0021569653	0.0024921398
-0.0336528512	-0.0329312573
0.0153937862	0.0151042347
0.0091112581	0.0090602081
0.0021569653	0.0024921398
0.0091112581	0.0090602081
-0.0381191833	-0.0354247934
0.0237821223	0.0226009550
-0.0315982756	-0.0311843407
-0.0196084622	-0.0192777919
-0.0315982756	-0.0311843407
0.0210852949	0.0198431073
-0.0055781807	-0.0053418524
-0.0196084622	-0.0192777919
-0.0055781807	-0.0053418524
-0.0272405868	-0.0248631422
0.0213142078	0.0200824584
-0.0328359492	-0.0321735447
-0.0235928085	-0.0230624194
-0.0328359492	-0.0321735447
0.0176111874	0.0161107806
-0.0168146663	-0.0170120999
-0.0235928085	-0.0230624194
-0.0168146663	-0.0170120999
-0.0332653098	-0.0308060938
0.0197549472	0.0182367024
-0.0301866405	-0.0298533951
-0.0017455636	-0.0016908946
-0.0301866405	-0.0298533951
0.0177531774	0.0164613863
-0.0059821592	-0.0059479777
-0.0017455636	-0.0016908946
-0.0059821592	-0.0059479777
-0.0473888763	-0.0452794350
0.0216006899	0.0199729484
-0.0384228738	-0.0369028558
0.0097207801	0.0099576026
-0.0384228738	-0.0369028558
0.0212424288	0.0209131969
0.0129852963	0.0129419105
0.0097207801	0.0099576026
0.0129852963	0.0129419105
-0.0353140215	-0.0327189451
0.0174897088	0.0163432785
-0.0313661375	-0.0310572823
0.0206919214	0.0202094879
-0.0313661375	-0.0310572823
0.0215502732	0.0209277064
0.0051615667	0.0052150234
0.0206919214	0.0202094879
0.0051615667	0.0052150234
-0.0335237904	-0.0306836229
0.0116217716	0.0121575387
-0.0292837081	-0.0284677637
0.0061668655	0.0062072788
-0.0292837081	-0.0284677637
0.0099196750	0.0096217172
-0.0153536254	-0.0150304098
0.0061668655	0.0062072788
-0.0153536254	-0.0150304098
-0.0368780834	-0.0351927031
0.0185716756	0.0177608689
-0.0284928253	-0.0282509729
0.0164024654	0.0162460721
-0.0284928253	-0.0282509729
0.0210662011	0.0195017951
0.0187381327	0.0188037158
0.0164024654	0.0162460721
0.0187381327	0.0188037158
-0.0302501410	-0.0283038760
0.0171786078	0.0141331914
-0.0285252887	-0.0287146174
-0.0176506010	-0.0175015094
-0.0285252887	-0.0287146174
0.0122792410	0.0096097369
-0.0076749516	-0.0075978393
-0.0176506010	-0.0175015094
-0.0076749516	-0.0075978393
-0.0472573763	-0.0445024285
-0.0706349207	-0.0703637684
-0.0238157034	-0.0229992032
-0.0047323691	-0.0043597841
-0.0238157034	-0.0229992032
-0.0704262326	-0.0705610661
0.0012158879	0.0010577658
-0.0047323691	-0.0043597841
0.0012158879	0.0010577658
-0.2069726840	-0.2100076535
-0.0831678714	-0.0823354090
-0.0214120621	-0.0212690513
0.0103642052	0.0095271784
-0.0214120621	-0.0212690513
-0.0707719671	-0.0707998993
0.0080602648	0.0076889490
0.0103642052	0.0095271784
0.0080602648	0.0076889490
-0.1869265285	-0.1906406669
-0.0782249068	-0.0799346957
-0.0206319193	-0.0202069512
-0.0093858559	-0.0096934001
-0.0206319193	-0.0202069512
-0.0721197037	-0.0725697980
0.0070225825	0.0072364548
-0.0093858559	-0.0096934001
0.0070225825	0.0072364548
-0.2012466564	-0.2038044205
-0.0723151314	-0.0715530350
-0.0234308581	-0.0222355669
-0.0019953159	-0.0026516392
-0.0234308581	-0.0222355669
-0.0693218629	-0.0674255867
0.0112193070	0.0112426790
-0.0019953159	-0.0026516392
0.0112193070	0.0112426790
-0.1934289515	-0.1957278652
-0.0696349480	-0.0696689857
-0.0209193943	-0.0200936197
0.0179417960	0.0192245169
-0.0209193943	-0.0200936197
-0.0628542465	-0.0645474646
-0.0072669413	-0.0077986434
0.0179417960	0.0192245169
-0.0072669413	-0.0077986434
-0.1831976516	-0.1879305287
-0.0693722110	-0.0694291766
-0.0197721699	-0.0192371408
0.0067691267	0.0063665840
-0.0197721699	-0.0192371408
-0.0660456025	-0.0693227569
-0.0030342447	-0.0039717897
0.0067691267	0.0063665840
-0.0030342447	-0.0039717897
-0.1857561048	-0.1890586375
-0.0717064754	-0.0711577205
-0.0282108733	-0.0271231108
0.0032250725	0.0036917567
-0.0282108733	-0.0271231108
-0.0752326186	-0.0720128957
0.0119648301	0.0122382068
0.0032250725	0.0036917567
0.0119648301	0.0122382068
-0.1841863629	-0.1878339996
-0.0701390935	-0.0693753491
-0.0195081733	-0.0193832889
0.0007209447	0.0012614535
-0.0195081733	-0.0193832889
-0.0632443555	-0.0626311115
-0.0046219796	-0.0041625911
0.0007209447	0.0012614535
-0.0046219796	-0.0041625911
-0.1944353369	-0.1972850243
-0.0629508363	-0.0643560614
-0.0247294740	-0.0240755843
0.0044732586	0.0047829417
-0.0247294740	-0.0240755843
-0.0561417776	-0.0566695638
0.0049922478	0.0054762035
0.0044732586	0.0047829417
0.0049922478	0.0054762035
-0.1842629790	-0.1887668656
-0.0631853009	-0.0645379731
-0.0230824545	-0.0228755727
0.0055423595	0.0058719619
-0.0230824545	-0.0228755727
-0.0733734692	-0.0727854198
0.0202690396	0.0205075327
0.0055423595	0.0058719619
0.0202690396	0.0205075327
-0.1990726372	-0.2029922406
-0.0677246958	-0.0675921999
-0.0143270937	-0.0128376414
-0.0002767905	-0.0007371326
-0.0143270937	-0.0128376414
-0.0799009475	-0.0785234529
0.0047376020	0.0044299819
-0.0002767905	-0.0007371326
0.0047376020	0.0044299819
-0.1776839854	-0.1808644636
-0.0773455490	-0.0764877736
-0.0217691478	-0.0210756052
0.0132025713	0.0129449711
-0.0217691478	-0.0210756052
-0.0709850038	-0.0709761468
-0.0153844395	-0.0151409486
0.0132025713	0.0129449711
-0.0153844395	-0.0151409486
-0.1893524309	-0.1943689449
-0.0664706369	-0.0656999823
-0.0251731271	-0.0256813169
-0.0175482549	-0.0183164510
-0.0251731271	-0.0256813169
-0.0561598103	-0.0554816204
-0.0144929556	-0.0146876927
-0.0175482549	-0.0183164510
-0.0144929556	-0.0146876927
-0.1879274641	-0.1919354523
-0.0784850956	-0.0781685785
-0.0183669769	-0.0182204753
-0.0024995466	-0.0036544739
-0.0183669769	-0.0182204753
-0.0711254651	-0.0719960609
0.0093556563	0.0089073504
-0.0024995466	-0.0036544739
0.0093556563	0.0089073504
-0.1863718479	-0.1904552082
-0.0744725837	-0.0749473628
-0.0263205609	-0.0261048608
0.0091312668	0.0093563774
-0.0263205609	-0.0261048608
-0.0719515639	-0.0717342541
-0.0015671056	-0.0011095391
0.0091312668	0.0093563774
-0.0015671056	-0.0011095391
-0.1923918013	-0.1947422536
-0.0688857109	-0.0695861157
-0.0178066740	-0.0177846179
0.0033173186	0.0044849353
-0.0178066740	-0.0177846179
-0.0749800505	-0.0720817132
0.0257330972	0.0273663270
0.0033173186	0.0044849353
0.0257330972	0.0273663270
-0.1929789383	-0.1954413119
-0.0719670426	-0.0728879213
-0.0234246624	-0.0216715085
0.0099499860	0.0100546439
-0.0234246624	-0.0216715085
-0.0683228513	-0.0694901316
0.0163961035	0.0161870846
0.0099499860	0.0100546439
0.0163961035	0.0161870846
-0.1891692636	-0.1901951404
-0.0734538402	-0.0727216120
-0.0192676215	-0.0179327293
0.0054134071	0.0053659558
-0.0192676215	-0.0179327293
-0.0777167670	-0.0752730441
-0.0083486202	-0.0076124979
0.0054134071	0.0053659558
-0.0083486202	-0.0076124979
-0.1870236102	-0.1892019003
-0.0755124685	-0.0760987678
-0.0178193987	-0.0179459295
0.0062740096	0.0060228967
-0.0178193987	-0.0179459295
-0.0707895572	-0.0735316379
-0.0051709280	-0.0044506664
0.0062740096	0.0060228967
-0.0051709280	-0.0044506664
-0.1922280540	-0.1957451425
-0.0764692499	-0.0765850666
-0.0203072126	-0.0203620827
0.0049221490	0.0050833460
-0.0203072126	-0.0203620827
-0.0718346701	-0.0731433421
0.0092000430	0.0095222706
0.0049221490	0.0050833460
0.0092000430	0.0095222706
-0.1972990331	-0.2020464494
-0.0656208028	-0.0659325339
-0.0184303630	-0.0183156402
0.0242832915	0.0248365030
-0.0184303630	-0.0183156402
-0.0643709716	-0.0661794631
-0.0026802478	-0.0027668831
0.0242832915	0.0248365030
-0.0026802478	-0.0027668831
-0.1819287203	-0.1868580024
0.0420880546	0.0400351415
-0.0219747751	-0.0227984739
0.0919686405	0.0917014065
-0.0219747751	-0.0227984739
0.0423596446	0.0403596766
0.0943485013	0.0943851474
0.0919686405	0.0917014065
0.0943485013	0.0943851474
-0.2850201818	-0.2852574511
-0.0972917946	-0.0962669718
-0.0395624626	-0.0377169438
0.1121757211	0.1117722083
-0.0395624626	-0.0377169438
-0.0960078536	-0.0949129519
0.1119695439	0.1115938712
0.1121757211	0.1117722083
0.1119695439	0.1115938712
-0.4880506728	-0.4870466384
0.0720006451	0.0685237059
-0.0126794054	-0.0140060980
0.0748003423	0.0744923526
-0.0126794054	-0.0140060980
0.0721767387	0.0686942672
0.0732830216	0.0731389163
0.0748003423	0.0744923526
0.0732830216	0.0731389163
-0.2212765877	-0.2217518969
0.0186502294	0.0180705544
-0.0227661387	-0.0229602845
0.0907467542	0.0905119252
